MSSV,HoTen,Lop,DiemToan,DiemLy,DiemHoa,DiemTB,VangPercent,XepLoai
SV1768,Vo Gia Dat,23DTH1A,8.43,8.8,8.74,8.66,8.3,Xuat sac
SV1769,Vu Huong Chi,23DTH1B,6.78,6.44,4.92,6.05,8.3,Kha
SV1770,Ho Lan Lan,23DTH1C,6.77,6.98,5.96,6.57,15.0,Kha
SV1771,Ngo Thanh Binh,23DTH1D,7.7,5.54,6.52,6.59,0,Kha
SV1772,Hoang Huu Quan,23DTH2A,6.41,5.88,6.89,6.39,8.6,Kha
SV1773,Ngo Minh Son,23DTH2B,3.38,2.88,2.78,3.01,33.9,Yeu
SV1774,Duong Anh Minh,23DTH2C,6.76,7.03,5.79,6.53,2.3,Kha
SV1775,Ngo My Duyen,23DTH2D,9.12,8.59,8.39,8.7,5.5,Xuat sac
SV1776,Dang Anh An,23DTH1A,4.75,5.53,4.68,4.99,16.4,Trung binh
SV1777,Dang Anh Son,23DTH1B,8.09,5.75,6.81,6.88,0,Kha
SV1778,Hoang Hoang Hai,23DTH1C,5.56,6.14,5.36,5.69,17.0,Kha
SV1779,Huynh Bich An,23DTH1D,8.01,7.68,8.0,7.9,10.2,Gioi
SV1780,Duong Thuy Trang,23DTH2A,8.58,8.32,8.59,8.5,8.3,Xuat sac
SV1781,Phan Van An,23DTH2B,3.95,4.26,3.51,3.91,11.0,Yeu
SV1782,Ho Quoc Giang,23DTH2C,7.49,7.63,7.92,7.68,5.9,Gioi
SV1783,Bui Quoc Thanh,23DTH2D,9.82,9.69,8.59,9.37,10.5,Xuat sac
SV1784,Ho Huong Nga,23DTH1A,6.49,5.94,6.17,6.2,10.7,Kha
SV1785,Tran Kim Linh,23DTH1B,5.93,5.54,5.55,5.67,8.7,Kha
SV1786,Ngo My Giang,23DTH1C,7.16,7.01,6.29,6.82,9.1,Kha
SV1787,Tran Huong Quyen,23DTH1D,7.97,8.2,8.53,8.23,4.8,Gioi
SV1788,Ngo Thanh Duyen,23DTH2A,6.92,7.26,7.65,7.28,14.4,Gioi
SV1789,Hoang Huu Cuong,23DTH2B,6.13,5.98,6.97,6.36,2.4,Kha
SV1790,Vu Lan Van,23DTH2C,5.45,5.96,5.37,5.59,14.0,Kha
SV1791,Pham Gia Dat,23DTH2D,6.85,6.74,5.6,6.4,15.0,Kha
SV1792,Ngo Minh Hung,23DTH1A,8.77,8.7,9.79,9.09,11.6,Xuat sac
SV1793,Huynh Cong Minh,23DTH1B,5.23,6.74,6.81,6.26,5.6,Kha
SV1794,Tran Cong Tuan,23DTH1C,5.44,6.77,6.45,6.22,0.8,Kha
SV1795,Phan Trung Hai,23DTH1D,6.46,8.05,6.81,7.11,1.1,Gioi
SV1796,Duong Kim Thao,23DTH2A,5.83,5.23,5.42,5.49,10.1,Trung binh
SV1797,Hoang Anh Giang,23DTH2B,3.67,4.02,4.36,4.02,8.6,Trung binh
SV1798,Pham Van Cuong,23DTH2C,6.62,7.1,7.44,7.05,12.4,Gioi
SV1799,Vu Gia Quan,23DTH2D,5.44,6.3,5.69,5.81,24.0,Kha
SV1800,Le Gia Khoa,23DTH1A,5.12,5.24,3.54,4.63,22.4,Trung binh
SV1801,Duong Lan Linh,23DTH1B,9.09,9.59,9.29,9.32,4.1,Xuat sac
SV1802,Dang Bich Quyen,23DTH1C,6.28,6.64,7.63,6.85,6.5,Kha
SV1803,Nguyen Ngoc Thao,23DTH1D,9.99,8.56,10,9.52,0.2,Xuat sac
SV1804,Bui Ngoc Van,23DTH2A,8.51,9.68,8.56,8.92,10.4,Xuat sac
SV1805,Duong Quoc Minh,23DTH2B,7.21,7.96,8.17,7.78,15.5,Gioi
SV1806,Tran Huu Cuong,23DTH2C,6.23,5.94,6.51,6.23,15.2,Kha
SV1807,Hoang Trung Binh,23DTH2D,6.8,6.27,7.17,6.75,15.4,Kha
SV1808,Bui Lan Uyen,23DTH1A,3.59,3.72,3.54,3.62,7.8,Yeu
SV1809,Tran Thuy Yen,23DTH1B,7.96,7.91,7.4,7.76,15.8,Gioi
SV1810,Nguyen Gia Cuong,23DTH1C,7.43,7.45,7.08,7.32,20.4,Gioi
SV1811,Bui Minh Viet,23DTH1D,7.13,6.7,7.05,6.96,6.8,Kha
SV1812,Hoang Kim Yen,23DTH2A,6.24,5.7,5.41,5.78,0,Kha
SV1813,Vu Thu An,23DTH2B,7.55,7.87,7.0,7.47,18.2,Gioi
SV1814,Hoang Thanh Van,23DTH2C,7.85,6.6,6.13,6.86,20.1,Kha
SV1815,Le My Linh,23DTH2D,5.84,5.8,6.25,5.96,5.0,Kha
SV1816,Vu Trung Phong,23DTH1A,7.66,7.44,6.92,7.34,0,Gioi
SV1817,Do Anh Cuong,23DTH1B,8.32,7.45,6.89,7.55,1.6,Gioi
SV1818,Duong Thuy Yen,23DTH1C,5.86,6.73,5.48,6.02,2.9,Kha
SV1819,Ngo Cong Binh,23DTH1D,8.21,8.16,9.11,8.49,0,Gioi
SV1820,Hoang Hoang Giang,23DTH2A,5.29,5.19,5.9,5.46,27.9,Trung binh
SV1821,Le Cong Khang,23DTH2B,6.83,5.6,7.5,6.64,18.8,Kha
SV1822,Nguyen Cong Son,23DTH2C,6.18,5.54,7.02,6.25,16.1,Kha
SV1823,Hoang Hoang Thanh,23DTH2D,5.67,4.94,5.2,5.27,14.0,Trung binh
SV1824,Duong Huu Dung,23DTH1A,3.26,4.47,4.1,3.94,34.3,Yeu
SV1825,Bui Hoang An,23DTH1B,6.61,6.89,6.36,6.62,14.7,Kha
SV1826,Nguyen Ngoc Phuong,23DTH1C,5.11,6.07,5.3,5.49,2.2,Trung binh
SV1827,Hoang Quoc Phong,23DTH1D,3.07,3.41,2.96,3.15,18.5,Yeu
SV1828,Le My Chi,23DTH2A,4.43,4.77,4.5,4.57,14.1,Trung binh
SV1829,Hoang My Oanh,23DTH2B,5.27,5.68,5.07,5.34,11.6,Trung binh
SV1830,Ho Minh Quan,23DTH2C,4.37,4.77,4.02,4.39,4.4,Trung binh
SV1831,Pham Cong Thanh,23DTH2D,5.1,4.65,4.49,4.75,7.4,Trung binh
SV1832,Vo Quoc Dat,23DTH1A,8.1,8.75,10,8.95,0,Xuat sac
SV1833,Hoang My Mai,23DTH1B,5.99,6.76,6.13,6.29,15.5,Kha
SV1834,Tran Thanh An,23DTH1C,6.94,7.39,7.04,7.12,13.3,Gioi
SV1835,Ho Thuy Thao,23DTH1D,9.36,8.32,9.73,9.14,0,Xuat sac
SV1836,Le Thi Oanh,23DTH2A,6.25,6.82,6.92,6.66,12.0,Kha
SV1837,Hoang Thi Giang,23DTH2B,7.26,7.32,7.76,7.45,3.0,Gioi
SV1838,Ngo Thuy Duyen,23DTH2C,4.84,4.98,5.47,5.1,10.9,Trung binh
SV1839,Huynh Cong Hai,23DTH2D,6.75,6.97,7.03,6.92,0,Kha
SV1840,Vo Thi Phuong,23DTH1A,9.44,9.94,9.26,9.55,1.2,Xuat sac
SV1841,Ho Huong Duyen,23DTH1B,5.73,5.54,5.18,5.48,22.2,Trung binh
SV1842,Bui Anh Khang,23DTH1C,8.91,8.84,8.49,8.75,13.0,Xuat sac
SV1843,Tran Ngoc Trang,23DTH1D,1.66,2.18,2.7,2.18,0,Yeu
SV1844,Ngo Cong Dung,23DTH2A,7.86,8.23,7.95,8.01,8.1,Gioi
SV1845,Phan Bich Van,23DTH2B,5.43,5.52,6.02,5.66,13.4,Kha
SV1846,Dang Cong Tuan,23DTH2C,6.85,6.9,7.28,7.01,0,Gioi
SV1847,Ho Thu Yen,23DTH2D,4.77,5.84,3.83,4.81,16.5,Trung binh
SV1848,Tran Thuy Uyen,23DTH1A,8.12,8.78,8.29,8.4,0,Gioi
SV1849,Vu Huu Long,23DTH1B,5.49,6.07,5.89,5.82,5.9,Kha
SV1850,Le Hoang Giang,23DTH1C,6.92,7.74,7.71,7.46,14.9,Gioi
SV1851,Tran Huu Thanh,23DTH1D,8.96,9.86,10,9.61,0,Xuat sac
SV1852,Dang My Linh,23DTH2A,6.43,5.31,5.96,5.9,11.6,Kha
SV1853,Pham Minh Cuong,23DTH2B,6.19,6.5,6.24,6.31,11.9,Kha
SV1854,Hoang Thanh An,23DTH2C,6.1,7.05,7.08,6.74,6.5,Kha
SV1855,Le Gia Hung,23DTH2D,6.34,5.15,6.91,6.13,6.0,Kha
SV1856,Vu Huu An,23DTH1A,4.6,3.95,4.08,4.21,6.4,Trung binh
SV1857,Do Thu Nga,23DTH1B,7.84,8.07,7.99,7.97,3.0,Gioi
SV1858,Dang Quoc Phong,23DTH1C,8.28,7.47,7.57,7.77,3.9,Gioi
SV1859,Dang Trung Dung,23DTH1D,5.96,6.15,6.59,6.23,8.0,Kha
SV1860,Tran Thu Thao,23DTH2A,5.91,5.33,4.84,5.36,21.2,Trung binh
SV1861,Ho Kim Chi,23DTH2B,5.95,7.97,6.75,6.89,15.6,Kha
SV1862,Vo Trung Son,23DTH2C,3.04,3.79,5.57,4.13,16.8,Trung binh
SV1863,Vo Van Phuc,23DTH2D,5.71,6.28,6.14,6.04,5.3,Kha
SV1864,Ho Kim Mai,23DTH1A,6.34,5.76,6.69,6.26,16.0,Kha
SV1865,Dang Lan Lan,23DTH1B,4.15,3.86,3.73,3.91,2.6,Yeu
SV1866,Do Gia Hung,23DTH1C,1.21,2.01,2.76,1.99,15.6,Yeu
SV1867,Le Gia Quan,23DTH1D,3.49,4.74,4.89,4.37,10.7,Trung binh
SV1868,Tran Duc Tuan,23DTH2A,5.94,6.2,6.73,6.29,0.7,Kha
SV1869,Le Gia Hai,23DTH2B,5.68,5.42,5.4,5.5,4.5,Kha
SV1870,Ho Thanh Quyen,23DTH2C,7.36,6.41,5.73,6.5,20.1,Kha
SV1871,Vu Cong Minh,23DTH2D,4.8,5.03,5.19,5.01,0,Trung binh
SV1872,Phan Kim Phuong,23DTH1A,6.21,7.14,7.0,6.78,14.9,Kha
SV1873,Le Kim Hoa,23DTH1B,6.67,5.89,6.14,6.23,8.1,Kha
SV1874,Vo Thanh Nhi,23DTH1C,5.71,6.25,5.28,5.75,34.4,Kha
SV1875,Nguyen Kim An,23DTH1D,9.03,8.66,7.57,8.42,13.7,Gioi
SV1876,Dang Thuy Linh,23DTH2A,7.87,6.82,7.89,7.53,27.7,Gioi
SV1877,Vu Gia Viet,23DTH2B,7.97,9.19,8.8,8.65,10.7,Xuat sac
SV1878,Ngo Van Phuc,23DTH2C,7.95,9.13,8.9,8.66,0,Xuat sac
SV1879,Ho Thi Duyen,23DTH2D,6.24,6.52,6.15,6.3,15.5,Kha
SV1880,Huynh Van Minh,23DTH1A,4.53,5.46,3.71,4.57,12.3,Trung binh
SV1881,Huynh Huong Binh,23DTH1B,5.03,7.63,4.39,5.68,0,Kha
SV1882,Le Minh Nam,23DTH1C,6.48,6.06,6.99,6.51,6.7,Kha
SV1883,Ho Huu Cuong,23DTH1D,9.08,8.12,8.01,8.4,6.5,Gioi
SV1884,Huynh Hoang Thanh,23DTH2A,4.6,5.15,4.01,4.59,11.1,Trung binh
SV1885,Pham Trung Thanh,23DTH2B,6.44,5.99,7.27,6.57,5.9,Kha
SV1886,Dang Thanh Oanh,23DTH2C,6.44,6.39,6.72,6.52,16.5,Kha
SV1887,Ngo Thu An,23DTH2D,6.23,5.77,6.7,6.23,18.8,Kha
SV1888,Ngo Duc Cuong,23DTH1A,4.14,5.0,5.29,4.81,20.2,Trung binh
SV1889,Nguyen Bich Linh,23DTH1B,6.48,7.27,7.22,6.99,14.7,Kha
SV1890,Ngo My Quyen,23DTH1C,7.94,8.28,7.15,7.79,7.2,Gioi
SV1891,Do Gia Khoa,23DTH1D,6.94,6.14,6.38,6.49,0,Kha
SV1892,Duong Duc Son,23DTH2A,4.19,5.08,4.72,4.66,20.6,Trung binh
SV1893,Duong Huu Nam,23DTH2B,5.19,5.91,5.72,5.61,12.1,Kha
SV1894,Huynh My Nhi,23DTH2C,7.93,7.8,7.59,7.77,15.3,Gioi
SV1895,Huynh Hoang Binh,23DTH2D,9.19,8.47,8.62,8.76,11.7,Xuat sac
SV1896,Hoang Huong Quyen,23DTH1A,10,8.33,8.29,8.87,10.9,Xuat sac
SV1897,Vu Huu Giang,23DTH1B,9.25,9.58,8.64,9.16,9.7,Xuat sac
SV1898,Vo Duc Dung,23DTH1C,7.7,6.85,6.99,7.18,11.7,Gioi
SV1899,Ho Thuy Yen,23DTH1D,3.86,6.0,5.11,4.99,4.6,Trung binh
SV1900,Phan Duc Tuan,23DTH2A,7.32,8.06,7.95,7.78,6.6,Gioi
SV1901,Le Van Phuc,23DTH2B,4.92,4.81,5.75,5.16,21.2,Trung binh
SV1902,Hoang Ngoc Binh,23DTH2C,6.29,6.9,5.18,6.12,20.9,Kha
SV1903,Vu Thuy Lan,23DTH2D,7.91,8.48,7.98,8.12,6.0,Gioi
SV1904,Phan Minh Minh,23DTH1A,7.52,7.2,6.01,6.91,13.9,Kha
SV1905,Duong Gia Son,23DTH1B,6.64,6.98,7.17,6.93,12.4,Kha
SV1906,Dang Huu Khoa,23DTH1C,6.89,4.04,5.61,5.51,2.7,Kha
SV1907,Vu Kim Duyen,23DTH1D,5.62,6.48,5.04,5.71,19.7,Kha
SV1908,Bui Minh Thanh,23DTH2A,3.91,4.99,5.77,4.89,17.0,Trung binh
SV1909,Bui Huong Van,23DTH2B,7.23,8.04,6.89,7.39,16.4,Gioi
SV1910,Le Thanh Linh,23DTH2C,6.65,6.95,7.6,7.07,0,Gioi
SV1911,Bui Thanh Thao,23DTH2D,4.75,4.21,5.09,4.68,8.0,Trung binh
SV1912,Huynh Thi Hoa,23DTH1A,7.23,8.47,7.7,7.8,10.4,Gioi
SV1913,Tran Bich Quyen,23DTH1B,6.35,5.93,6.62,6.3,5.5,Kha
SV1914,Phan Cong Thanh,23DTH1C,7.14,7.23,6.07,6.81,0,Kha
SV1915,Phan Anh An,23DTH1D,6.99,7.76,8.85,7.87,20.0,Gioi
SV1916,Vu My Nhi,23DTH2A,7.39,6.19,6.76,6.78,18.8,Kha
SV1917,Ngo Cong Hai,23DTH2B,5.47,6.68,6.31,6.15,15.4,Kha
SV1918,Pham Lan Trang,23DTH2C,3.39,2.5,2.21,2.7,24.3,Yeu
SV1919,Huynh Thu Nga,23DTH2D,5.63,4.23,5.41,5.09,20.6,Trung binh
SV1920,Vo Anh Long,23DTH1A,3.89,4.18,4.3,4.12,13.0,Trung binh
SV1921,Pham Van Long,23DTH1B,9.15,9.83,9.06,9.35,3.5,Xuat sac
SV1922,Hoang Thuy Binh,23DTH1C,4.19,4.17,3.98,4.11,17.6,Trung binh
SV1923,Hoang My Uyen,23DTH1D,6.06,6.33,6.93,6.44,5.3,Kha
SV1924,Ngo Thanh An,23DTH2A,7.38,7.2,6.43,7.0,7.5,Gioi
SV1925,Huynh Kim Mai,23DTH2B,5.96,5.64,5.81,5.8,5.4,Kha
SV1926,Vo Trung Thanh,23DTH2C,8.06,7.54,8.28,7.96,4.2,Gioi
SV1927,Vu Thu Thao,23DTH2D,4.73,3.79,5.56,4.69,16.5,Trung binh
SV1928,Ngo Huong Thao,23DTH1A,7.88,7.17,7.67,7.57,2.9,Gioi
SV1929,Dang Lan Uyen,23DTH1B,5.49,5.98,6.44,5.97,15.1,Kha
SV1930,Do Huu Viet,23DTH1C,6.63,7.06,6.41,6.7,17.9,Kha
SV1931,Phan Kim Uyen,23DTH1D,8.39,7.95,7.34,7.89,12.5,Gioi
SV1932,Pham Gia Cuong,23DTH2A,7.08,6.25,6.26,6.53,0,Kha
SV1933,Hoang Bich Hoa,23DTH2B,6.09,7.66,7.58,7.11,9.4,Gioi
SV1934,Vu Minh Nam,23DTH2C,8.76,8.12,8.39,8.42,13.3,Gioi
SV1935,Bui Trung Khoa,23DTH2D,6.04,6.86,6.79,6.56,0,Kha
SV1936,Pham Thuy Linh,23DTH1A,4.28,4.88,4.32,4.49,23.3,Trung binh
SV1937,Bui Thuy Lan,23DTH1B,7.96,7.08,7.24,7.43,10.6,Gioi
SV1938,Phan Lan Lan,23DTH1C,7.39,6.87,5.84,6.7,7.8,Kha
SV1939,Vo Cong Phuc,23DTH1D,8.55,8.14,8.1,8.26,1.5,Gioi
SV1940,Do Lan Chi,23DTH2A,6.48,6.66,6.81,6.65,0.5,Kha
SV1941,Nguyen Huu Son,23DTH2B,4.99,3.96,3.72,4.22,9.1,Trung binh
SV1942,Ho Thuy Trang,23DTH2C,4.21,4.48,5.9,4.86,5.0,Trung binh
SV1943,Phan Quoc Quan,23DTH2D,8.27,7.05,7.47,7.6,1.8,Gioi
SV1944,Huynh Thu Nhi,23DTH1A,6.08,5.69,6.4,6.06,6.8,Kha
SV1945,Huynh Thuy Thao,23DTH1B,8.72,7.44,7.34,7.83,7.9,Gioi
SV1946,Vu Lan Giang,23DTH1C,7.63,7.82,7.06,7.5,3.6,Gioi
SV1947,Le Huu Giang,23DTH1D,6.95,6.93,6.58,6.82,19.6,Kha
SV1948,Ho Gia Cuong,23DTH2A,9.29,8.11,9.83,9.08,9.7,Xuat sac
SV1949,Phan Thu Phuong,23DTH2B,3.13,3.7,4.39,3.74,15.6,Yeu
SV1950,Vo Duc Dung,23DTH2C,6.92,6.46,6.26,6.55,1.7,Kha
SV1951,Dang Bich Chi,23DTH2D,8.21,8.55,8.54,8.43,14.9,Gioi
SV1952,Duong Bich Quyen,23DTH1A,4.12,3.89,3.89,3.97,18.8,Yeu
SV1953,Bui Thuy Trang,23DTH1B,4.38,3.93,4.44,4.25,0,Trung binh
SV1954,Huynh Van Hung,23DTH1C,6.24,5.99,5.05,5.76,3.4,Kha
SV1955,Phan Trung Phuc,23DTH1D,7.43,6.86,7.21,7.17,2.0,Gioi
SV1956,Nguyen Ngoc Linh,23DTH2A,5.78,5.99,5.1,5.62,13.8,Kha
SV1957,Huynh Bich Van,23DTH2B,4.93,5.14,4.63,4.9,29.7,Trung binh
SV1958,Ho Thu Phuong,23DTH2C,9.67,8.5,8.88,9.02,0,Xuat sac
SV1959,Tran Lan Nga,23DTH2D,4.75,6.89,6.95,6.2,3.7,Kha
SV1960,Dang Huong Hoa,23DTH1A,7.24,5.07,6.23,6.18,25.6,Kha
SV1961,Nguyen Huu Dat,23DTH1B,6.16,6.99,6.52,6.56,2.2,Kha
SV1962,Vu Bich Giang,23DTH1C,4.52,4.2,4.61,4.44,0.3,Trung binh
SV1963,Ho Minh Phong,23DTH1D,6.4,5.71,5.9,6.0,7.6,Kha
SV1964,Bui Duc Quan,23DTH2A,3.13,2.79,3.47,3.13,25.1,Yeu
SV1965,Duong Huong Nhi,23DTH2B,6.96,6.91,7.77,7.21,11.0,Gioi
SV1966,Duong Thi Nhi,23DTH2C,7.74,7.48,8.12,7.78,11.2,Gioi
SV1967,Pham Thu Trang,23DTH2D,8.49,8.34,7.91,8.25,12.2,Gioi
SV1968,Pham Bich Uyen,23DTH1A,5.75,4.29,4.53,4.86,1.5,Trung binh
SV1969,Vu Van Giang,23DTH1B,6.3,6.48,4.16,5.65,10.7,Kha
SV1970,Bui Kim Thao,23DTH1C,8.02,7.68,6.88,7.53,15.9,Gioi
SV1971,Vo Huu Cuong,23DTH1D,6.75,7.02,6.28,6.68,15.5,Kha
SV1972,Do Thi Nhi,23DTH2A,5.68,6.05,6.7,6.14,0,Kha
SV1973,Hoang Thu Yen,23DTH2B,8.13,8.57,8.08,8.26,7.1,Gioi
SV1974,Tran Kim Nhi,23DTH2C,8.3,7.93,6.47,7.57,5.9,Gioi
SV1975,Huynh Kim Binh,23DTH2D,6.91,6.52,5.77,6.4,8.1,Kha
SV1976,Hoang Duc Viet,23DTH1A,7.83,8.41,10,8.75,4.5,Xuat sac
SV1977,Vo Trung Quan,23DTH1B,6.71,4.33,6.03,5.69,0,Kha
SV1978,Nguyen Gia Quan,23DTH1C,5.6,4.69,4.24,4.84,2.3,Trung binh
SV1979,Le My Phuong,23DTH1D,6.03,6.44,6.09,6.19,11.4,Kha
SV1980,Le Thi Trang,23DTH2A,8.29,7.86,7.09,7.75,7.2,Gioi
SV1981,Vo Thuy Nga,23DTH2B,3.24,3.27,3.52,3.34,10.3,Yeu
SV1982,Ngo Trung Viet,23DTH2C,4.83,4.06,3.43,4.11,14.1,Trung binh
SV1983,Le Huong Phuong,23DTH2D,8.24,8.89,9.16,8.76,9.1,Xuat sac
SV1984,Le Thi Uyen,23DTH1A,6.43,5.71,6.27,6.14,0.8,Kha
SV1985,Huynh Hoang Long,23DTH1B,8.94,9.88,8.2,9.01,9.6,Xuat sac
SV1986,Huynh Huu Son,23DTH1C,5.81,5.94,6.62,6.12,18.9,Kha
SV1987,Bui Kim Trang,23DTH1D,6.75,6.04,7.71,6.83,2.0,Kha
SV1988,Tran Anh Minh,23DTH2A,3.62,3.35,3.39,3.45,6.6,Yeu
SV1989,Huynh Thi Yen,23DTH2B,8.81,8.32,9.82,8.98,0,Xuat sac
SV1990,Dang Duc Dung,23DTH2C,3.66,3.94,3.65,3.75,13.1,Yeu
SV1991,Do Thanh Nhi,23DTH2D,6.48,6.65,7.3,6.81,6.9,Kha
SV1992,Tran Kim Lan,23DTH1A,7.32,8.59,7.55,7.82,9.1,Gioi
SV1993,Do Thu Phuong,23DTH1B,6.9,8.01,7.29,7.4,13.7,Gioi
SV1994,Ho Thanh Thao,23DTH1C,6.83,5.26,6.8,6.3,32.3,Kha
SV1995,Ho Anh Minh,23DTH1D,8.85,8.58,8.35,8.59,5.0,Xuat sac
SV1996,Dang Bich Nga,23DTH2A,7.17,5.51,6.33,6.34,10.8,Kha
SV1997,Pham Minh Dung,23DTH2B,6.51,6.98,5.24,6.24,14.4,Kha
SV1998,Tran Thu Hoa,23DTH2C,6.88,7.3,6.19,6.79,20.4,Kha
SV1999,Phan Van Thanh,23DTH2D,8.59,8.64,7.55,8.26,11.0,Gioi
SV2000,Ho Hoang Phuc,23DTH1A,5.42,5.35,5.95,5.57,0.7,Kha
